id,title,genres,language,user_score,runtime_hour,runtime_min,release_date,vote_count,director,top_billed,budget_usd,revenue_usd,runtime,budget,revenue,film_id,poster_path,backdrop_path
3061,7 Prisoners,"Drama, Crime",pt,7.0,1,33,2021-10-22,340,Alexandre Moratto,"Christian Malheiros, Rodrigo Santoro, Bruno Rocha, Lucas Oranmian, Vitor Julian",,,1h 33 min,,,3061,https://image.tmdb.org/t/p/w500/5svMKCGnR6Yvj8wxldvDvgUi0Jk.jpg,https://image.tmdb.org/t/p/w500/ut6OYNA8zG7kNeRTLIZzpN8u11y.jpg
3062,The French Dispatch,"Drama, Comedy",en,7.0,1,48,2021-10-21,2555,Wes Anderson,"Benicio del Toro, Adrien Brody, Tilda Swinton, Léa Seydoux, Frances McDormand",25000000.0,46333545.0,1h 48 min,"$25,000,000","$46,333,545",3062,https://image.tmdb.org/t/p/w500/6JXR3KJH5roiBCjWFt09xfgxHZc.jpg,https://image.tmdb.org/t/p/w500/4XKqxgjRJs3YtH5j1Eli5y6gtno.jpg
3063,The Vikings,"Adventure, History, Action",en,7.1,1,55,1958-06-11,312,Richard Fleischer,"Kirk Douglas, Tony Curtis, Ernest Borgnine, Janet Leigh, James Donald",5000000.0,20311.0,1h 55 min,"$5,000,000","$20,311",3063,https://image.tmdb.org/t/p/w500/19iHfAoEyB3Ug3HCmaymLQkW67t.jpg,https://image.tmdb.org/t/p/w500/rwecaG3p9Dw4GHRsWFmq4Ex0Fjh.jpg
3064,White Oleander,Drama,en,7.0,1,49,2002-10-11,371,Peter Kosminsky,"Alison Lohman, Michelle Pfeiffer, Renée Zellweger, Robin Wright, Cole Hauser",16000000.0,21657770.0,1h 49 min,"$16,000,000","$21,657,770",3064,https://image.tmdb.org/t/p/w500/oGJDrJ9gMSs87iwE0sRZrG6EBhf.jpg,https://image.tmdb.org/t/p/w500/72kek8O1FzqKWhKzclXsJpDUlex.jpg
3065,The Great Mouse Detective,"Animation, Family, Adventure, Mystery",en,7.0,1,14,1986-07-02,1631,Burny Mattinson,"Barrie Ingham, Val Bettin, Vincent Price, Susanne Pollatschek, Candy Candido",14000000.0,38600000.0,1h 14 min,"$14,000,000","$38,600,000",3065,https://image.tmdb.org/t/p/w500/9uDr7vfjCFr39KGCcqrk44Cg7fQ.jpg,https://image.tmdb.org/t/p/w500/ijCfzdRLhrdu9OUIaPsVt08ogT5.jpg
3066,Caché,"Mystery, Drama, Thriller",fr,7.1,1,57,2005-10-05,1085,Michael Haneke,"Daniel Auteuil, Juliette Binoche, Annie Girardot, Bernard Le Coq, Daniel Duval",8731048.0,36000000.0,1h 57 min,"$8,731,048","$36,000,000",3066,https://image.tmdb.org/t/p/w500/IC2BPYDSsNPP1Q1VuXUiKrRwbU.jpg,https://image.tmdb.org/t/p/w500/5CmuxqxyHMRjuHDyx76wSu26wjw.jpg
3067,Pokémon the Movie: I Choose You!,"Family, Animation, Adventure, Fantasy",ja,7.0,1,38,2017-07-15,619,Kunihiko Yuyama,"Rica Matsumoto, Ikue Otani, Megumi Hayashibara, Shin-ichiro Miki, Inuko Inuyama",,37552144.0,1h 38 min,,"$37,552,144",3067,https://image.tmdb.org/t/p/w500/cmpOaiRtjnhLNF2iPslMXCOcVJ.jpg,https://image.tmdb.org/t/p/w500/jLS805N4QmLVPurQwuaCFTNEZss.jpg
3068,Say Anything...,"Romance, Comedy, Drama",en,7.0,1,40,1989-04-14,979,Cameron Crowe,"John Cusack, Ione Skye, John Mahoney, Lili Taylor, Amy Brooks",16000000.0,20036737.0,1h 40 min,"$16,000,000","$20,036,737",3068,https://image.tmdb.org/t/p/w500/f6ffRzF8I6SBAfoKOw8zbRJj6yl.jpg,https://image.tmdb.org/t/p/w500/1ACyqkf9JzPQ2f4bdb6m9lm93ua.jpg
3069,365 Days,"Romance, Drama",pl,7.0,1,56,2020-02-07,8949,Barbara Białowąs,"Anna-Maria Sieklucka, Michele Morrone, Bronisław Wrocławski, Otar Saralidze, Magdalena Lamparska",,9458590.0,1h 56 min,,"$9,458,590",3069,https://image.tmdb.org/t/p/w500/6KwrHucIE3CvNT7kTm2MAlZ4fYF.jpg,https://image.tmdb.org/t/p/w500/nLmQo0ee0pWGC6rJs2GRxDI7uNu.jpg
3070,Reign of the Supermen,"Science Fiction, Animation, Action",en,7.0,1,27,2019-01-13,624,Sam Liu,"Jerry O'Connell, Rebecca Romijn, Rainn Wilson, Cress Williams, Cameron Monaghan",,,1h 27 min,,,3070,https://image.tmdb.org/t/p/w500/e9TzqscNRUaG8HqEP3K1jUvi8pC.jpg,https://image.tmdb.org/t/p/w500/jdGfm589quvuyGNCv0BtqaAQrp4.jpg
3071,Brain on Fire,Drama,en,7.0,1,28,2017-02-22,1354,Gerard Barrett,"Chloë Grace Moretz, Thomas Mann, Richard Armitage, Carrie-Anne Moss, Jenny Slate",,,1h 28 min,,,3071,https://image.tmdb.org/t/p/w500/kEwI53HNDO0ajSUWh4HSsGrlF6l.jpg,https://image.tmdb.org/t/p/w500/7sgceUpkyQUT7HhlLYx164OPifF.jpg
3072,Bring Me the Head of Alfredo Garcia,"Action, Crime, Drama",en,7.0,1,53,1974-08-01,355,Sam Peckinpah,"Warren Oates, Isela Vega, Robert Webber, Gig Young, Helmut Dantine",1500000.0,700000.0,1h 53 min,"$1,500,000","$700,000",3072,https://image.tmdb.org/t/p/w500/gRWVf3InNlIlFT3WB9MnFdOwcYQ.jpg,https://image.tmdb.org/t/p/w500/3U84leD4UV9HadHEHceZp9y2T6y.jpg
3073,The Seven Year Itch,"Comedy, Romance",en,7.0,1,44,1955-06-03,881,Billy Wilder,"Marilyn Monroe, Tom Ewell, Evelyn Keyes, Sonny Tufts, Robert Strauss",1800000.0,12000000.0,1h 44 min,"$1,800,000","$12,000,000",3073,https://image.tmdb.org/t/p/w500/ecyPkx1kI3OtRrU5QhddPfgv2mx.jpg,https://image.tmdb.org/t/p/w500/dbguMp8TVf47Fj4otwWryRDx8AH.jpg
3074,First Man,"History, Drama",en,7.0,2,21,2018-10-10,5208,Damien Chazelle,"Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler, Corey Stoll",70000000.0,105713218.0,2h 21 min,"$70,000,000","$105,713,218",3074,https://image.tmdb.org/t/p/w500/i91mfvFcPPlaegcbOyjGgiWfZzh.jpg,https://image.tmdb.org/t/p/w500/3LX7SkR7ERIR2ZB6NPlyrgmZ5ga.jpg
3075,The Lobster,"Comedy, Drama, Romance",en,7.0,1,59,2015-10-15,6169,Yorgos Lanthimos,"Colin Farrell, Rachel Weisz, Olivia Colman, Léa Seydoux, Michael Smiley",4000000.0,15700000.0,1h 59 min,"$4,000,000","$15,700,000",3075,https://image.tmdb.org/t/p/w500/7Y9ILV1unpW9mLpGcqyGQU72LUy.jpg,https://image.tmdb.org/t/p/w500/s48CvFbWoWHhSPgz2wW9Rffw04q.jpg
3076,The End of the Tour,Drama,en,7.0,1,46,2015-07-31,545,James Ponsoldt,"Jason Segel, Jesse Eisenberg, Mamie Gummer, Mickey Sumner, Johnny Otto",,3002884.0,1h 46 min,,"$3,002,884",3076,https://image.tmdb.org/t/p/w500/1pt7dX0oaFxgPT02OiHZK3O0gbg.jpg,https://image.tmdb.org/t/p/w500/jfesUBA5dUxlPw2E1M7fCahTHG8.jpg
3077,The Andromeda Strain,"Science Fiction, Thriller",en,7.0,2,11,1971-03-12,687,Robert Wise,"Arthur Hill, David Wayne, James Olson, Kate Reid, Paula Kelly",6500000.0,12376563.0,2h 11 min,"$6,500,000","$12,376,563",3077,https://image.tmdb.org/t/p/w500/4FBSFz8wLpxd4o6hnvKOJJ8WSIz.jpg,https://image.tmdb.org/t/p/w500/8yE0aOQoZSSl2CuuPvjxdHuQl4P.jpg
3078,Le Gendarme de Saint-Tropez,Comedy,fr,7.0,1,29,1964-09-08,847,Jean Girault,"Louis de Funès, Geneviève Grad, Michel Galabru, Daniel Cauchy, Maria Pacôme",,,1h 29 min,,,3078,https://image.tmdb.org/t/p/w500/6510K6Y8eYLf9FJ7O4xaOnwhn2u.jpg,https://image.tmdb.org/t/p/w500/mSwyH7ix20lqdKmPx7682gALwGu.jpg
3079,Handsome Devil,"Drama, Comedy",en,7.0,1,35,2017-02-15,662,John Butler,"Fionn O'Shea, Nicholas Galitzine, Andrew Scott, Ardal O'Hanlon, Amy Huberman",1050000.0,,1h 35 min,"$1,050,000",,3079,https://image.tmdb.org/t/p/w500/xlHOWQFgcGV4KcZKLzYBZ21gjGT.jpg,https://image.tmdb.org/t/p/w500/7KFu7I1DlEkF1UtB2tMPDmYwXfF.jpg
3080,The Absent One,Thriller,da,7.0,1,56,2014-10-02,615,Mikkel Nørgaard,"Nikolaj Lie Kaas, Fares Fares, Pilou Asbæk, David Dencik, Danica Ćurčić",5800000.0,11500000.0,1h 56 min,"$5,800,000","$11,500,000",3080,https://image.tmdb.org/t/p/w500/4NJ5rel0BVJdacJIQAfu1y8628Z.jpg,https://image.tmdb.org/t/p/w500/hYCsTIi8joxFXofkz4Hwqi53sqY.jpg
3081,Jesus Christ Superstar,"Music, Drama",en,7.0,1,48,1973-08-15,542,Norman Jewison,"Ted Neeley, Carl Anderson, Yvonne Elliman, Barry Dennen, Bob Bingham",3500000.0,24593103.0,1h 48 min,"$3,500,000","$24,593,103",3081,https://image.tmdb.org/t/p/w500/2NQgIjHxYyMJZWeUFH5cuKhN4nh.jpg,https://image.tmdb.org/t/p/w500/xQRh7hSPdtEE0aUmuY8EdifrXPK.jpg
3082,Armour of God,"Adventure, Action, Comedy",cn,7.0,1,37,1986-08-16,544,Jackie Chan,"Jackie Chan, Alan Tam, Lola Forner, Rosamund Kwan, Ken Boyle",15000000.0,16000000.0,1h 37 min,"$15,000,000","$16,000,000",3082,https://image.tmdb.org/t/p/w500/phCpGqCSBWJqutKxj73COACrlPt.jpg,https://image.tmdb.org/t/p/w500/9NlMiHVpgswGt4cWrUtrahlYDQu.jpg
3083,Death Note,"Fantasy, Mystery, Thriller",ja,7.0,2,6,2006-06-17,694,Shusuke Kaneko,"Tatsuya Fujiwara, Kenichi Matsuyama, Asaka Seto, Shigeki Hosokawa, Erika Toda",20000000.0,29667169.0,2h 6 min,"$20,000,000","$29,667,169",3083,https://image.tmdb.org/t/p/w500/xiJPZntaz1BMooXfiwi2iZAMbhY.jpg,https://image.tmdb.org/t/p/w500/o8HOv12JGZ0YyetTbxkla0S1o6Q.jpg
3084,The Bear,"Adventure, Drama, Family",fr,7.0,1,34,1988-10-21,470,Jean-Jacques Annaud,"Tchéky Karyo, Jack Wallace, André Lacombe, Bart the Bear, Youk the Bear",25000000.0,138241022.0,1h 34 min,"$25,000,000","$138,241,022",3084,https://image.tmdb.org/t/p/w500/ry4A1Y2udvqyDlVHLtSeP1u9qwJ.jpg,https://image.tmdb.org/t/p/w500/iZuZjmEeWR0D8ak67FNKJuGr7gL.jpg
3085,Futurama: Into the Wild Green Yonder,"Animation, Comedy, Science Fiction, TV Movie",en,7.0,1,30,2009-02-23,532,Peter Avanzino,"Billy West, Katey Sagal, John DiMaggio, Tress MacNeille, Maurice LaMarche",,,1h 30 min,,,3085,https://image.tmdb.org/t/p/w500/oL6SymcxQE6TN9KrrbdyhlulnEG.jpg,https://image.tmdb.org/t/p/w500/xe4IIhJ0r3QjrKNPNEjVu3UtcZh.jpg
3086,Far from Heaven,"Drama, Romance",en,7.0,1,47,2002-11-08,598,Todd Haynes,"Julianne Moore, Dennis Quaid, Dennis Haysbert, Patricia Clarkson, Viola Davis",13500000.0,29027914.0,1h 47 min,"$13,500,000","$29,027,914",3086,https://image.tmdb.org/t/p/w500/9Zv3uFurFWciuFKRZMi7VlulUNW.jpg,https://image.tmdb.org/t/p/w500/awzxZMG6CmL9lK9lJi9nN1lUkkl.jpg
3087,Howards End,"Drama, Romance",en,7.0,2,22,1992-03-13,519,James Ivory,"Emma Thompson, Helena Bonham Carter, Anthony Hopkins, Samuel West, Vanessa Redgrave",8000000.0,26126837.0,2h 22 min,"$8,000,000","$26,126,837",3087,https://image.tmdb.org/t/p/w500/1009nhfj28VhhQnVadtjkOacduX.jpg,https://image.tmdb.org/t/p/w500/qDureGiXcg4pxEbo72FFsijvEtw.jpg
3088,Equilibrium,"Action, Science Fiction, Thriller",en,7.0,1,47,2002-12-06,4478,Kurt Wimmer,"Christian Bale, Taye Diggs, Angus Macfadyen, Matthew Harbour, Sean Bean",20000000.0,5400000.0,1h 47 min,"$20,000,000","$5,400,000",3088,https://image.tmdb.org/t/p/w500/eW3YrxOh3rd6PnRgMSftYoflvfe.jpg,https://image.tmdb.org/t/p/w500/huZZBPyYUnMPCnrAFyJhnwYsQx9.jpg
3089,A.I. Artificial Intelligence,"Drama, Science Fiction, Adventure",en,7.0,2,26,2001-06-29,6101,Steven Spielberg,"Haley Joel Osment, Jude Law, Frances O'Connor, Sam Robards, Jake Thomas",100000000.0,235926552.0,2h 26 min,"$100,000,000","$235,926,552",3089,https://image.tmdb.org/t/p/w500/zxUhHQxKRbVLsaHR1V81SWYADOl.jpg,https://image.tmdb.org/t/p/w500/n7p6UTAZtkeoHkwCO42BEQaMFJY.jpg
3090,Marshland,"Crime, Mystery, Thriller",es,7.0,1,44,2014-09-25,947,Alberto Rodríguez,"Raúl Arévalo, Javier Gutiérrez, Antonio de la Torre, Nerea Barros, Salva Reina",4000000.0,5169755.0,1h 44 min,"$4,000,000","$5,169,755",3090,https://image.tmdb.org/t/p/w500/vaXobQ6Y1o5sOH9twNz1oUFFRU8.jpg,https://image.tmdb.org/t/p/w500/qLuu0GysqAM2nw6JEIjTkJdEwp7.jpg
3091,The Magnificent One,"Comedy, Romance, Action, Adventure",fr,7.0,1,35,1973-11-23,341,Philippe de Broca,"Jean-Paul Belmondo, Jacqueline Bisset, Vittorio Caprioli, Hans Meyer, Monique Tarbès",,,1h 35 min,,,3091,https://image.tmdb.org/t/p/w500/uIGYrhZY3DOXNJAoWQHSiqs9W7S.jpg,https://image.tmdb.org/t/p/w500/9VIir77wPGtyVvB4Oq5t7md9DpX.jpg
3092,Cinderella,"Family, Fantasy, Animation, Romance",en,7.0,1,14,1950-02-22,6667,Hamilton Luske,"Ilene Woods, Eleanor Audley, Verna Felton, Claire Du Brey, Rhoda Williams",2900000.0,263600000.0,1h 14 min,"$2,900,000","$263,600,000",3092,https://image.tmdb.org/t/p/w500/4nssBcQUBadCTBjrAkX46mVEKts.jpg,https://image.tmdb.org/t/p/w500/rH0DPF7pB35jxLxKb3JRUgCrrnp.jpg
3093,Gridiron Gang,"Crime, Drama",en,7.0,2,5,2006-09-15,978,Phil Joanou,"Dwayne Johnson, Xzibit, L. Scott Caldwell, Leon Rippy, Kevin Dunn",30000000.0,41500000.0,2h 5 min,"$30,000,000","$41,500,000",3093,https://image.tmdb.org/t/p/w500/uwAlznw4yrBHbT3fPfTbSRy9UfG.jpg,https://image.tmdb.org/t/p/w500/mcGCoUn02yCQbv2dPJt6JFiiy3k.jpg
3094,Day of the Dead,"Horror, Drama, Mystery",en,7.0,1,41,1985-07-03,1211,George A. Romero,"Lori Cardille, Terry Alexander, Joseph Pilato, Jarlath Conroy, Anthony Dileo Jr.",3500000.0,34000000.0,1h 41 min,"$3,500,000","$34,000,000",3094,https://image.tmdb.org/t/p/w500/ya7YYnXHdvfQqqvu43phC4ujGHT.jpg,https://image.tmdb.org/t/p/w500/bTvc9hzculIuScIZwWz4faa4dOu.jpg
3095,The Assassination of Jesse James by the Coward Robert Ford,"Drama, Western",en,7.0,2,39,2007-09-20,2463,Andrew Dominik,"Brad Pitt, Casey Affleck, Sam Rockwell, Paul Schneider, Jeremy Renner",30000000.0,14711793.0,2h 39 min,"$30,000,000","$14,711,793",3095,https://image.tmdb.org/t/p/w500/xMKn6EQS7eR5ubhPJbw5pQSBZMw.jpg,https://image.tmdb.org/t/p/w500/5r2BZajlRZqnOc6s2BS0aiFDcne.jpg
3096,Compartment No. 6,Drama,fi,7.0,1,46,2021-10-29,376,Juho Kuosmanen,"Seidi Haarla, Yura Borisov, Dinara Drukarova, Yuliya Aug, Lidiya Kostina",2412000.0,,1h 46 min,"$2,412,000",,3096,https://image.tmdb.org/t/p/w500/3KUsYQmQXVCMrnGnQIoqkj5MJUP.jpg,https://image.tmdb.org/t/p/w500/h0uGdJyZ5o74p0E600oKYyaoDhw.jpg
3097,Blue Jay,"Drama, Romance",en,7.0,1,21,2016-10-07,475,Alexandre Lehmann,"Mark Duplass, Sarah Paulson, Clu Gulager, James Andrews, Harris Benbury",,21626.0,1h 21 min,,"$21,626",3097,https://image.tmdb.org/t/p/w500/A2A80lvgaagG5ewfP7SKhL8uwUI.jpg,https://image.tmdb.org/t/p/w500/fJvmBZypJfnQHFoyCzZsi4vvWxR.jpg
3098,Tess,"Drama, Romance",en,7.0,2,51,1979-10-06,331,Roman Polanski,"Nastassja Kinski, Peter Firth, Leigh Lawson, John Collin, Rosemary Martin",12000000.0,20101247.0,2h 51 min,"$12,000,000","$20,101,247",3098,https://image.tmdb.org/t/p/w500/m2qx66UNTMg17CoFSGZWC7csG7M.jpg,https://image.tmdb.org/t/p/w500/hEVAABU2c86MU42jlnGRM9FcCq5.jpg
3099,Hocus Pocus,"Fantasy, Comedy, Family",en,7.0,1,36,1993-07-16,3001,Kenny Ortega,"Bette Midler, Sarah Jessica Parker, Kathy Najimy, Omri Katz, Thora Birch",28000000.0,51663767.0,1h 36 min,"$28,000,000","$51,663,767",3099,https://image.tmdb.org/t/p/w500/by4D4Q9NlUjFSEUA1yrxq6ksXmk.jpg,https://image.tmdb.org/t/p/w500/ncr6KR7bBF8cps6yZKiTAwClpn1.jpg
3100,Enemy of the State,"Action, Drama, Thriller",en,7.0,2,12,1998-11-20,3780,Tony Scott,"Will Smith, Gene Hackman, Jon Voight, Regina King, Loren Dean",90000000.0,250649836.0,2h 12 min,"$90,000,000","$250,649,836",3100,https://image.tmdb.org/t/p/w500/x9pXrMKLsBGGOFyyZ0Gwt9YpVub.jpg,https://image.tmdb.org/t/p/w500/vBnXMNsQA4DMWli2GR5oiAse7Qk.jpg
3101,Rose Island,"Comedy, Adventure",it,7.0,2,0,2020-12-09,1289,Sydney Sibilia,"Elio Germano, Matilda De Angelis, Fabrizio Bentivoglio, François Cluzet, Tom Wlaschiha",8000000.0,,2h 0 min,"$8,000,000",,3101,https://image.tmdb.org/t/p/w500/yePO1PrRfrVMGqwJ3EzKhVvQXBX.jpg,https://image.tmdb.org/t/p/w500/aWPWCeihRraZayNOcZVnq5dXFwX.jpg
3102,Goodbye Christopher Robin,"Family, History, Drama",en,7.0,1,47,2017-09-29,822,Simon Curtis,"Domhnall Gleeson, Will Tilston, Alex Lawther, Margot Robbie, Kelly Macdonald",,7299662.0,1h 47 min,,"$7,299,662",3102,https://image.tmdb.org/t/p/w500/a6IK3hMlUHzXZZVLBTh0WZ5KoAb.jpg,https://image.tmdb.org/t/p/w500/tUVVEGe16K5hfN7jH5MhJYjbCt2.jpg
3103,Finding Dory,"Adventure, Animation, Comedy, Family",en,7.0,1,37,2016-06-16,11969,Andrew Stanton,"Albert Brooks, Ellen DeGeneres, Ed O'Neill, Hayden Rolence, Diane Keaton",200000000.0,1028600000.0,1h 37 min,"$200,000,000","$1,028,600,000",3103,https://image.tmdb.org/t/p/w500/yFjVlsJmEMacU0BNUwdGZlo2ixq.jpg,https://image.tmdb.org/t/p/w500/wijltj1toRcicHlCn8Cpsp4yPXe.jpg
3104,Monsters University,"Animation, Family",en,7.0,1,44,2013-06-19,10567,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Peter Sohn",200000000.0,743600000.0,1h 44 min,"$200,000,000","$743,600,000",3104,https://image.tmdb.org/t/p/w500/y7thwJ7z5Bplv6vwl6RI0yteaDD.jpg,https://image.tmdb.org/t/p/w500/hmAOMwVeJfdWXgK1Ikyl2eYkE99.jpg
3105,The Animal Kingdom,"Adventure, Drama, Science Fiction, Horror",fr,7.0,2,7,2023-10-04,684,Thomas Cailley,"Romain Duris, Paul Kircher, Adèle Exarchopoulos, Tom Mercier, Billie Blain",15200000.0,9138503.0,2h 7 min,"$15,200,000","$9,138,503",3105,https://image.tmdb.org/t/p/w500/44H0Lpg2TbE9b0rVRDsCMcvcFsQ.jpg,https://image.tmdb.org/t/p/w500/H41DJiw7Q8xn6bWC75eyaavp9L.jpg
3106,Far from the Madding Crowd,"Drama, Romance",en,7.0,1,59,2015-04-23,1020,Thomas Vinterberg,"Carey Mulligan, Matthias Schoenaerts, Michael Sheen, Tom Sturridge, Juno Temple",14500000.0,30300000.0,1h 59 min,"$14,500,000","$30,300,000",3106,https://image.tmdb.org/t/p/w500/cr4cctBPv9qHDtjDps4wi0kqI7h.jpg,https://image.tmdb.org/t/p/w500/uPyZMwbXLnPrFPmUC9qK7WfLJAW.jpg
3107,Face/Off,"Action, Crime, Science Fiction",en,7.0,2,19,1997-06-27,5260,John Woo,"John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola, Gina Gershon",80000000.0,245700000.0,2h 19 min,"$80,000,000","$245,700,000",3107,https://image.tmdb.org/t/p/w500/69Xzn8UdPbVnmqSChKz2RTpoNfB.jpg,https://image.tmdb.org/t/p/w500/1lNlqbnXVMGo8hOfEvIxThoAwcz.jpg
3108,Live Flesh,"Drama, Romance, Thriller",es,7.0,1,43,1997-10-10,659,Pedro Almodóvar,"Javier Bardem, Francesca Neri, Liberto Rabal, Ángela Molina, José Sancho",,1535558.0,1h 43 min,,"$1,535,558",3108,https://image.tmdb.org/t/p/w500/7YPGYeamF6AuyxhKqbd5oNKKCCy.jpg,https://image.tmdb.org/t/p/w500/gDekB0OnIYbKhqzzdArfSQpcAvH.jpg
3109,Malcolm & Marie,"Drama, Romance",en,7.0,1,46,2021-01-29,1370,Sam Levinson,"John David Washington, Zendaya",2500000.0,,1h 46 min,"$2,500,000",,3109,https://image.tmdb.org/t/p/w500/bdidDnAZwchN5vTenoNuhGPJTri.jpg,https://image.tmdb.org/t/p/w500/iOrjCeIyRb4vDY3vbPSaEBCA1D3.jpg
3110,The Adam Project,"Adventure, Science Fiction",en,7.0,1,46,2022-03-11,4297,Shawn Levy,"Ryan Reynolds, Walker Scobell, Mark Ruffalo, Jennifer Garner, Zoe Saldaña",116000000.0,,1h 46 min,"$116,000,000",,3110,https://image.tmdb.org/t/p/w500/wFjboE0aFZNbVOF05fzrka9Fqyx.jpg,https://image.tmdb.org/t/p/w500/ewUqXnwiRLhgmGhuksOdLgh49Ch.jpg
3111,The Cider House Rules,Drama,en,7.0,2,6,1999-12-17,1146,Lasse Hallström,"Tobey Maguire, Charlize Theron, Delroy Lindo, Paul Rudd, Michael Caine",24000000.0,88500000.0,2h 6 min,"$24,000,000","$88,500,000",3111,https://image.tmdb.org/t/p/w500/qAECAgqjSFRVZzEEGbFAZqZNiDh.jpg,https://image.tmdb.org/t/p/w500/h2ARbAQTzkKlHhLjHNDY3c9HeyE.jpg
3112,"20,000 Leagues Under the Sea","Adventure, Science Fiction, Family",en,7.0,2,7,1954-12-23,874,Richard Fleischer,"Kirk Douglas, James Mason, Paul Lukas, Peter Lorre, Robert J. Wilke",5000000.0,28200000.0,2h 7 min,"$5,000,000","$28,200,000",3112,https://image.tmdb.org/t/p/w500/heAEH85fdxEgV98LizHbQCL95iZ.jpg,https://image.tmdb.org/t/p/w500/pIBZpX9H6U6Nk6gbyWTD4rFKEqq.jpg
3113,Transamerica,"Drama, Adventure, Comedy",en,7.0,1,43,2005-02-14,462,Duncan Tucker,"Felicity Huffman, Kevin Zegers, Fionnula Flanagan, Burt Young, Carrie Preston",1000000.0,13350369.0,1h 43 min,"$1,000,000","$13,350,369",3113,https://image.tmdb.org/t/p/w500/s1ctu6p0nYJ29OqOEIGrIMRYQIu.jpg,https://image.tmdb.org/t/p/w500/40z3PhEHOWopC9KFqEIZaqJ5NAf.jpg
3114,The Spacewalker,"Adventure, Drama, History, Thriller",ru,7.0,2,20,2017-04-06,307,Dmitry Kiselev,"Evgeny Mironov, Konstantin Khabenskiy, Vladimir Ilin, Anatoliy Kotenyov, Aleksandra Ursulyak",7075038.0,9868942.0,2h 20 min,"$7,075,038","$9,868,942",3114,https://image.tmdb.org/t/p/w500/hDNVRmrprxI9NQ0zc2Uu03p65Fw.jpg,https://image.tmdb.org/t/p/w500/t4YhlPbrloOjukZLKol9dhfDyxS.jpg
3115,Son of Batman,"Animation, Action, Adventure",en,7.0,1,14,2014-05-13,1044,Ethan Spaulding,"Jason O'Mara, Stuart Allan, Thomas Gibson, Morena Baccarin, Giancarlo Esposito",,,1h 14 min,,,3115,https://image.tmdb.org/t/p/w500/yHx8OLSKc3VtIBB5lIe90c0fHOX.jpg,https://image.tmdb.org/t/p/w500/jYqOnJDPI7QD9cGbE6CwDTp1tID.jpg
3116,Luxo Jr.,"Animation, Comedy",en,7.0,0,2,1986-08-17,612,John Lasseter,,,,0h 2 min,,,3116,https://image.tmdb.org/t/p/w500/as8xF0wOawngZ1G3qg5gs0VQea3.jpg,https://image.tmdb.org/t/p/w500/eIYhSbmr8MGpEzWRRKDqojOl7Ha.jpg
3117,The Last Black Man in San Francisco,Drama,en,7.0,2,1,2019-06-07,317,Joe Talbot,"Jimmie Fails, Jonathan Majors, Rob Morgan, Tichina Arnold, Mike Epps",,2975184.0,2h 1 min,,"$2,975,184",3117,https://image.tmdb.org/t/p/w500/ow9zjibNrz5TYVZ6cqwmvCR1YX1.jpg,https://image.tmdb.org/t/p/w500/n0FzDpOvVhkj3uN7WHXXnAXOKFi.jpg
3118,Creed II,"Drama, Action",en,7.0,2,10,2018-11-21,5386,Steven Caple Jr.,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Wood Harris, Russell Hornsby",50000000.0,214200000.0,2h 10 min,"$50,000,000","$214,200,000",3118,https://image.tmdb.org/t/p/w500/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg,https://image.tmdb.org/t/p/w500/9il7qNbeYnPMYlutsVYDsj4hRyb.jpg
3119,Mortal Kombat,"Action, Fantasy, Adventure",en,7.0,1,50,2021-04-07,5791,Simon McQuoid,"Lewis Tan, Jessica McNamee, Ludi Lin, Mehcad Brooks, Josh Lawson",20000000.0,84426031.0,1h 50 min,"$20,000,000","$84,426,031",3119,https://image.tmdb.org/t/p/w500/ybrX94xQm8lXYpZAPRmwD9iIbWP.jpg,https://image.tmdb.org/t/p/w500/9yBVqNruk6Ykrwc32qrK2TIE5xw.jpg
3120,Take Shelter,"Thriller, Drama, Horror",en,7.0,2,0,2011-09-30,1737,Jeff Nichols,"Michael Shannon, Jessica Chastain, Shea Whigham, Tova Stewart, Katy Mixon",5000000.0,3741098.0,2h 0 min,"$5,000,000","$3,741,098",3120,https://image.tmdb.org/t/p/w500/zLZQv7cN8ckBEa7HvjYkm2wx7F9.jpg,https://image.tmdb.org/t/p/w500/vIGpO7TK1zL5wRKVYDJoP8qCgDD.jpg
3121,The Lake House,"Drama, Mystery, Romance",en,7.0,1,39,2006-06-16,2707,Alejandro Agresti,"Keanu Reeves, Sandra Bullock, Christopher Plummer, Ebon Moss-Bachrach, Willeke van Ammelrooy",40000000.0,114830111.0,1h 39 min,"$40,000,000","$114,830,111",3121,https://image.tmdb.org/t/p/w500/tHpc1118dYWLnHZleGhwZxRbpae.jpg,https://image.tmdb.org/t/p/w500/afrh3vqLrZeg6ZtKJKm7XW1TiVF.jpg
