id,title,genres,language,user_score,runtime_hour,runtime_min,release_date,vote_count,director,top_billed,budget_usd,revenue_usd,runtime,budget,revenue,film_id,poster_path,backdrop_path
3122,Stomp the Yard,"Drama, Music",en,7.0,1,54,2007-05-16,449,Sylvain White,"Columbus Short, Meagan Good, Ne-Yo, Darrin Henson, Jermaine Williams",13000000.0,75511123.0,1h 54 min,"$13,000,000","$75,511,123",3122,https://image.tmdb.org/t/p/w500/dald9tUbRmGQ91CUJnzaBAjjvUf.jpg,https://image.tmdb.org/t/p/w500/6d9zm4ds01BA2EmX8GmzNlmIvyi.jpg
3123,X2,"Adventure, Action, Science Fiction",en,7.0,2,13,2003-04-27,10046,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen",110000000.0,407711549.0,2h 13 min,"$110,000,000","$407,711,549",3123,https://image.tmdb.org/t/p/w500/rtrd4qieMAhoUshu83Vi1GazM1O.jpg,https://image.tmdb.org/t/p/w500/s8ftvFvafWWEhApISamHx32bx6h.jpg
3124,Cleopatra,"Drama, History, Romance",en,7.0,4,11,1963-06-12,740,Joseph L. Mankiewicz,"Elizabeth Taylor, Richard Burton, Rex Harrison, Pamela Brown, George Cole",44000000.0,71000000.0,4h 11 min,"$44,000,000","$71,000,000",3124,https://image.tmdb.org/t/p/w500/bj7rUGUewofA9cpHt1h36gvDFfy.jpg,https://image.tmdb.org/t/p/w500/qQGHkmLWPcMGkKws78pFh14SzUo.jpg
3125,The Thirteenth Floor,"Thriller, Science Fiction, Mystery",en,7.0,1,41,1999-04-16,1297,Josef Rusnak,"Craig Bierko, Armin Mueller-Stahl, Gretchen Mol, Vincent D'Onofrio, Dennis Haysbert",16000000.0,18564088.0,1h 41 min,"$16,000,000","$18,564,088",3125,https://image.tmdb.org/t/p/w500/7oaie3ZBc9UuWZLF24crro1pone.jpg,https://image.tmdb.org/t/p/w500/nJ0jz1J3zNja31UEMeklhgFeMw5.jpg
3126,Pieces of a Woman,Drama,en,7.0,2,7,2020-12-30,1201,Kornél Mundruczó,"Vanessa Kirby, Shia LaBeouf, Ellen Burstyn, Sarah Snook, Iliza Shlesinger",,,2h 7 min,,,3126,https://image.tmdb.org/t/p/w500/OgUfLlhfBFx5BPK6LzBWFvBW1w.jpg,https://image.tmdb.org/t/p/w500/izNpxVcjKbF9BiYF4GVqxCOfewL.jpg
3127,The Report,Drama,en,7.0,1,59,2019-09-12,1014,Scott Z. Burns,"Adam Driver, Annette Bening, Jon Hamm, Sarah Goldberg, Michael C. Hall",8000000.0,275000.0,1h 59 min,"$8,000,000","$275,000",3127,https://image.tmdb.org/t/p/w500/sG5NI6TMNR9ftOdTIXmG0hrBYSY.jpg,https://image.tmdb.org/t/p/w500/fnTrZiCRXCk3I6mnYvJwiMZf6pF.jpg
3128,Tess,"Drama, Romance",en,7.0,2,51,1979-10-06,331,Roman Polanski,"Nastassja Kinski, Peter Firth, Leigh Lawson, John Collin, Rosemary Martin",12000000.0,20101247.0,2h 51 min,"$12,000,000","$20,101,247",3128,https://image.tmdb.org/t/p/w500/m2qx66UNTMg17CoFSGZWC7csG7M.jpg,https://image.tmdb.org/t/p/w500/hEVAABU2c86MU42jlnGRM9FcCq5.jpg
3129,Scream VI,"Horror, Crime, Thriller",en,7.0,2,3,2023-03-08,2592,Matt Bettinelli-Olpin,"Melissa Barrera, Jenna Ortega, Jasmin Savoy Brown, Mason Gooding, Jack Champion",35000000.0,168961389.0,2h 3 min,"$35,000,000","$168,961,389",3129,https://image.tmdb.org/t/p/w500/wDWwtvkRRlgTiUr6TyLSMX8FCuZ.jpg,https://image.tmdb.org/t/p/w500/44immBwzhDVyjn87b3x3l9mlhAD.jpg
3130,The Darkest Minds,"Action, Adventure, Drama",en,7.0,1,45,2018-07-25,2788,Jennifer Yuh Nelson,"Amandla Stenberg, Harris Dickinson, Patrick Gibson, Skylan Brooks, Mandy Moore",34000000.0,41142379.0,1h 45 min,"$34,000,000","$41,142,379",3130,https://image.tmdb.org/t/p/w500/3oobSYJ3Mv0hohKU5GBHarU3ZHG.jpg,https://image.tmdb.org/t/p/w500/rPBeEi1tU8IhQ9rbdnlLU0d0NR.jpg
3131,The Shootist,Western,en,7.0,1,40,1976-07-21,340,Don Siegel,"John Wayne, Lauren Bacall, Ron Howard, James Stewart, Richard Boone",,13400000.0,1h 40 min,,"$13,400,000",3131,https://image.tmdb.org/t/p/w500/kDkPT4fPQA70eRdWel6G4VGtHSG.jpg,https://image.tmdb.org/t/p/w500/r4hrvxb7qVlNtNpkK9QWfDzypKh.jpg
3132,Warriors of Future,"Drama, Action, Science Fiction",zh,7.0,1,41,2022-08-05,404,Ng Yuen-fai,"Louis Koo, Sean Lau Ching-Wan, Carina Lau, Philip Keung Hiu-Man, Tse Kwan-Ho",,100730000.0,1h 41 min,,"$100,730,000",3132,https://image.tmdb.org/t/p/w500/2l9LbxBSkJseoxYcIJjclnmxyq.jpg,https://image.tmdb.org/t/p/w500/cWBI5c4giFeqXGONh1R6P410cKc.jpg
3133,Boy Erased,Drama,en,7.0,1,55,2018-09-24,1375,Joel Edgerton,"Lucas Hedges, Nicole Kidman, Russell Crowe, Joel Edgerton, Joe Alwyn",15000000.0,7900000.0,1h 55 min,"$15,000,000","$7,900,000",3133,https://image.tmdb.org/t/p/w500/oZbhTdi0ZQY7iiSQ0L7h3ya6NDF.jpg,https://image.tmdb.org/t/p/w500/3m4XJ9EBKRb9HtA0AbaecBFWjz7.jpg
3134,Kung Fu Panda 2,"Animation, Family, Comedy",en,7.0,1,31,2011-05-25,7116,Jennifer Yuh Nelson,"Jack Black, Angelina Jolie, Dustin Hoffman, Gary Oldman, Jackie Chan",150000000.0,665692281.0,1h 31 min,"$150,000,000","$665,692,281",3134,https://image.tmdb.org/t/p/w500/mtqqD00vB4PGRt20gWtGqFhrkd0.jpg,https://image.tmdb.org/t/p/w500/7BdxZXbSkUiVeCRXKD3hi9KYeWm.jpg
3135,Barney's Version,"Comedy, Drama",en,7.0,2,14,2010-10-26,445,Richard J. Lewis,"Paul Giamatti, Dustin Hoffman, Rosamund Pike, Minnie Driver, Scott Speedman",30000000.0,8454301.0,2h 14 min,"$30,000,000","$8,454,301",3135,https://image.tmdb.org/t/p/w500/5Zk9AYPtacGiMnnd2q8mFfDe8ks.jpg,https://image.tmdb.org/t/p/w500/lQ5rAuqg3isxXAFTxueaXPsH2CS.jpg
3136,Superman/Batman: Public Enemies,"Science Fiction, Animation, Action, Adventure",en,7.0,1,7,2009-09-29,632,Sam Liu,"Tim Daly, Kevin Conroy, Clancy Brown, LeVar Burton, Xander Berkeley",,,1h 7 min,,,3136,https://image.tmdb.org/t/p/w500/izvMc22ywSLFWUXZEIuJJ8dms75.jpg,https://image.tmdb.org/t/p/w500/bRCP3D2QuR1UiFue6DCyznmRnyc.jpg
3137,Death Note: The Last Name,"Fantasy, Thriller, Mystery",ja,7.0,2,20,2006-10-28,486,Shusuke Kaneko,"Tatsuya Fujiwara, Takeshi Kaga, Shido Nakamura, Erika Toda, Shigeki Hosokawa",17000000.0,47919757.0,2h 20 min,"$17,000,000","$47,919,757",3137,https://image.tmdb.org/t/p/w500/wd0Ri3v8tyRdWuA5PRS2rODOlIa.jpg,https://image.tmdb.org/t/p/w500/8swHho6hoIlHERMrX2Z83OBQJCa.jpg
3138,Bloodsport,"Action, Thriller",en,7.0,1,32,1988-02-26,1835,Newt Arnold,"Jean-Claude Van Damme, Bolo Yeung, Donald Gibb, Leah Ayres, Norman Burton",1500000.0,65000000.0,1h 32 min,"$1,500,000","$65,000,000",3138,https://image.tmdb.org/t/p/w500/kndxR9TRK0kJ5hxzDprRSS80F2W.jpg,https://image.tmdb.org/t/p/w500/uNOYMVZeoJDQPiXW8DiKuG6HnNb.jpg
3139,And Then There Were None,"Crime, Drama, Mystery",en,7.0,1,38,1945-10-31,359,René Clair,"Barry Fitzgerald, Walter Huston, Louis Hayward, Roland Young, June Duprez",,1000000.0,1h 38 min,,"$1,000,000",3139,https://image.tmdb.org/t/p/w500/maV1jQZ58NZIjwRbdtmRcaW3fZo.jpg,https://image.tmdb.org/t/p/w500/cycVBwyIC6hjlAYB4s78nJlFnZT.jpg
3140,American Graffiti,"Comedy, Drama",en,7.0,1,50,1973-08-11,1409,George Lucas,"Richard Dreyfuss, Ron Howard, Paul Le Mat, Charles Martin Smith, Cindy Williams",777000.0,140000000.0,1h 50 min,"$777,000","$140,000,000",3140,https://image.tmdb.org/t/p/w500/zjoHTqwbXQkG7eX00Vno8NkvCKc.jpg,https://image.tmdb.org/t/p/w500/axxpynbxypsnoo5pE8BWLyJ0aXK.jpg
3141,And Then There Were None,"Crime, Drama, Mystery",en,7.0,1,38,1945-10-31,359,René Clair,"Barry Fitzgerald, Walter Huston, Louis Hayward, Roland Young, June Duprez",,1000000.0,1h 38 min,,"$1,000,000",3141,https://image.tmdb.org/t/p/w500/maV1jQZ58NZIjwRbdtmRcaW3fZo.jpg,https://image.tmdb.org/t/p/w500/cycVBwyIC6hjlAYB4s78nJlFnZT.jpg
3142,From Dusk Till Dawn,"Horror, Action, Thriller, Crime",en,7.0,1,48,1996-01-19,5870,Robert Rodriguez,"George Clooney, Quentin Tarantino, Harvey Keitel, Juliette Lewis, Ernest Liu",19000000.0,25800000.0,1h 48 min,"$19,000,000","$25,800,000",3142,https://image.tmdb.org/t/p/w500/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,https://image.tmdb.org/t/p/w500/phiRQhfwZZeMMn3osvQUmGYmJbp.jpg
3143,SPY x FAMILY CODE: White,"Animation, Comedy, Adventure, Action",ja,7.0,1,50,2023-12-22,446,Takashi Katagiri,"Takuya Eguchi, Atsumi Tanezaki, Saori Hayami, Kenichirou Matsuda, Tomoya Nakamura",5000000.0,59256423.0,1h 50 min,"$5,000,000","$59,256,423",3143,https://image.tmdb.org/t/p/w500/xlIQf4y9eB14iYzNN142tROIWON.jpg,https://image.tmdb.org/t/p/w500/zVDJ4cRgSpHlILSm7kGiklHQ6O7.jpg
3144,The Invisibles,"Comedy, Drama",fr,7.0,1,42,2019-01-09,362,Louis-Julien Petit,"Audrey Lamy, Corinne Masiero, Noémie Lvovsky, Déborah Lukumuena, Pablo Pauly",,,1h 42 min,,,3144,https://image.tmdb.org/t/p/w500/kn0uHQLJ7YdlBbRfOSMYSqXvYW4.jpg,https://image.tmdb.org/t/p/w500/5IseU9V6zu6T3ZQrPdTjke2WNbz.jpg
3145,The Killing of a Sacred Deer,"Drama, Thriller, Mystery",en,7.0,2,1,2017-10-20,3942,Yorgos Lanthimos,"Colin Farrell, Nicole Kidman, Barry Keoghan, Raffey Cassidy, Sunny Suljic",3000000.0,10700000.0,2h 1 min,"$3,000,000","$10,700,000",3145,https://image.tmdb.org/t/p/w500/e4DGlsc9g0h5AyoyvvAuIRnofN7.jpg,https://image.tmdb.org/t/p/w500/kJwQXgAk440l2vZOspUJee6inim.jpg
3146,The Postman Always Rings Twice,"Drama, Romance, Crime, Thriller",en,7.0,1,53,1946-05-02,330,Tay Garnett,"John Garfield, Lana Turner, Cecil Kellaway, Hume Cronyn, Leon Ames",1683000.0,5086000.0,1h 53 min,"$1,683,000","$5,086,000",3146,https://image.tmdb.org/t/p/w500/3qdX948vUXi4q8raUUOHHlbP9q8.jpg,https://image.tmdb.org/t/p/w500/cXkA9CqkZyWufwPE0GSVj1SFwUW.jpg
3147,Gunfight at the O.K. Corral,Western,en,7.0,2,2,1957-05-30,331,John Sturges,"Burt Lancaster, Kirk Douglas, Jo Van Fleet, Rhonda Fleming, John Ireland",,11750000.0,2h 2 min,,"$11,750,000",3147,https://image.tmdb.org/t/p/w500/71AQUFbw49ALCNtKZ69flFmbRhF.jpg,https://image.tmdb.org/t/p/w500/n4Ec7koHqqFKz0fC7vIitNxxqwi.jpg
3148,The Birdcage,Comedy,en,7.0,1,59,1996-03-08,1129,Mike Nichols,"Robin Williams, Gene Hackman, Nathan Lane, Dan Futterman, Dianne Wiest",31000000.0,185300000.0,1h 59 min,"$31,000,000","$185,300,000",3148,https://image.tmdb.org/t/p/w500/4IpC35BoA5aRO0Q1DpFGJ8iKKYq.jpg,https://image.tmdb.org/t/p/w500/40UqrWf4ncxWN71r2otCq9RxvSZ.jpg
3149,The Three Burials of Melquiades Estrada,"Adventure, Crime, Drama, Mystery, Western",en,7.0,2,1,2005-11-17,576,Tommy Lee Jones,"Tommy Lee Jones, Barry Pepper, Dwight Yoakam, January Jones, Melissa Leo",15000000.0,12036149.0,2h 1 min,"$15,000,000","$12,036,149",3149,https://image.tmdb.org/t/p/w500/uHOEb6mo45qMSJaZqbkVa7oW1Y7.jpg,https://image.tmdb.org/t/p/w500/xxgnAe2gUOGYGqOILmsNmWyhBRc.jpg
3150,Pieces of a Woman,Drama,en,7.0,2,7,2020-12-30,1201,Kornél Mundruczó,"Vanessa Kirby, Shia LaBeouf, Ellen Burstyn, Sarah Snook, Iliza Shlesinger",,,2h 7 min,,,3150,https://image.tmdb.org/t/p/w500/OgUfLlhfBFx5BPK6LzBWFvBW1w.jpg,https://image.tmdb.org/t/p/w500/izNpxVcjKbF9BiYF4GVqxCOfewL.jpg
3151,Never Back Down: No Surrender,"Drama, Action",en,7.0,1,41,2016-06-05,460,Michael Jai White,"Michael Jai White, Josh Barnett, Gillian White, Nathan Jones, Damian Mavis",,,1h 41 min,,,3151,https://image.tmdb.org/t/p/w500/pHVswTDHAvq9Npi0XCZ0qVMSiM2.jpg,https://image.tmdb.org/t/p/w500/oLO9d2gWqviz9MgPUn7s3PYfcky.jpg
3152,Fright Night,"Comedy, Horror",en,7.0,1,47,1985-08-02,1358,Tom Holland,"Chris Sarandon, William Ragsdale, Amanda Bearse, Roddy McDowall, Stephen Geoffreys",9000000.0,24922237.0,1h 47 min,"$9,000,000","$24,922,237",3152,https://image.tmdb.org/t/p/w500/euIh75MwNDrYkTEVSkw7VXWGXoE.jpg,https://image.tmdb.org/t/p/w500/36MQ5hJJW4K28urrJIYImz9MOfa.jpg
3153,A River Runs Through It,"Drama, Family",en,7.0,2,3,1992-10-09,1061,Robert Redford,"Craig Sheffer, Brad Pitt, Tom Skerritt, Brenda Blethyn, Edie McClurg",12000000.0,43440294.0,2h 3 min,"$12,000,000","$43,440,294",3153,https://image.tmdb.org/t/p/w500/aVP45oS2cBL4WtZ1kB7r8uarruB.jpg,https://image.tmdb.org/t/p/w500/txuQpoWlGnlaxCTRVBkjqCDjssP.jpg
3154,Holidate,"Comedy, Romance",en,7.0,1,44,2020-10-27,2152,John Whitesell,"Emma Roberts, Luke Bracey, Kristin Chenoweth, Frances Fisher, Andrew Bachelor",,,1h 44 min,,,3154,https://image.tmdb.org/t/p/w500/oXCLSlCRWWHsSSwLJSVIC0DDWsE.jpg,https://image.tmdb.org/t/p/w500/8veOfB9RbSzFki0Rq3IQIGsFfhC.jpg
3155,Real Steel,"Action, Science Fiction, Drama",en,7.0,2,7,2011-09-28,8256,Shawn Levy,"Hugh Jackman, Dakota Goyo, Evangeline Lilly, Kevin Durand, Anthony Mackie",110000000.0,299300000.0,2h 7 min,"$110,000,000","$299,300,000",3155,https://image.tmdb.org/t/p/w500/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg,https://image.tmdb.org/t/p/w500/4f0Kj0QwPui5ydu1UavsnvP1m1o.jpg
3156,The Last Detail,"Drama, Comedy",en,7.0,1,44,1973-12-11,354,Hal Ashby,"Jack Nicholson, Otis Young, Randy Quaid, Clifton James, Carol Kane",2300000.0,10000000.0,1h 44 min,"$2,300,000","$10,000,000",3156,https://image.tmdb.org/t/p/w500/zQoNkO99qfaBjh5aoA0pKau1prp.jpg,https://image.tmdb.org/t/p/w500/kyDesXA3VEx74ua1ZGAoYmzvjCc.jpg
3157,Bedknobs and Broomsticks,"Adventure, Fantasy, Comedy, Family, Music, Animation",en,7.0,1,57,1971-10-07,946,Robert Stevenson,"Angela Lansbury, David Tomlinson, Roddy McDowall, Sam Jaffe, John Ericson",20000000.0,17900000.0,1h 57 min,"$20,000,000","$17,900,000",3157,https://image.tmdb.org/t/p/w500/39i9p8eDIoApWcqqko1WJHadpgh.jpg,https://image.tmdb.org/t/p/w500/jQAGYwpp00D9PN7qKIPb4HqNzoq.jpg
3158,Booksmart,Comedy,en,7.0,1,42,2019-05-24,2594,Olivia Wilde,"Kaitlyn Dever, Beanie Feldstein, Jessica Williams, Jason Sudeikis, Lisa Kudrow",6000000.0,24849029.0,1h 42 min,"$6,000,000","$24,849,029",3158,https://image.tmdb.org/t/p/w500/micaVOa1UZsdzs4fKGA67ZMGOzc.jpg,https://image.tmdb.org/t/p/w500/cheDSO3mYmsAFQlRM91o7MK6Wcc.jpg
3159,A Fantastic Woman,Drama,es,7.0,1,44,2017-04-06,681,Sebastián Lelio,"Daniela Vega, Francisco Reyes, Luis Gnecco, Aline Küppenheim, Nicolás Saavedra",,1880736.0,1h 44 min,,"$1,880,736",3159,https://image.tmdb.org/t/p/w500/x2yNruMR8bAJOIQ3wd7HR9qWjW3.jpg,https://image.tmdb.org/t/p/w500/hnDmX7PwpnrNrAQvYQgYemkS9Fx.jpg
3160,Starstruck,"Romance, Comedy, TV Movie, Music",en,7.0,1,21,2010-02-14,1178,Michael Grossman,"Sterling Knight, Danielle Campbell, Brandon Mychal Smith, Chelsea Kane, Maggie Castle",,,1h 21 min,,,3160,https://image.tmdb.org/t/p/w500/kuyJuNiiZvu5iNr8Dgv5y75v1uc.jpg,https://image.tmdb.org/t/p/w500/nsWgxQrDcTVhSGzAu5kVlw64XB1.jpg
3161,Point Blank,"Crime, Thriller",en,7.0,1,31,1967-08-30,375,John Boorman,"Lee Marvin, Angie Dickinson, Keenan Wynn, Carroll O'Connor, Lloyd Bochner",2500000.0,3200000.0,1h 31 min,"$2,500,000","$3,200,000",3161,https://image.tmdb.org/t/p/w500/5wzZipiC0THdgPpViVV5OqDj3Xr.jpg,https://image.tmdb.org/t/p/w500/dmzzE3U9Lmyz5kYxnDBxtTfQwr0.jpg
3162,The Duke,"Comedy, Drama, History",en,7.0,1,36,2021-07-23,309,Roger Michell,"Jim Broadbent, Helen Mirren, Fionn Whitehead, Matthew Goode, Aimee Kelly",11000000.0,,1h 36 min,"$11,000,000",,3162,https://image.tmdb.org/t/p/w500/vxqFcrVDPDfI60e8f1EKxpj0QvH.jpg,https://image.tmdb.org/t/p/w500/wddNG1To5jUwmX8gwcGjZSpckwg.jpg
3163,AINBO: Spirit of the Amazon,"Adventure, Animation, Family, Fantasy",en,7.0,1,24,2021-02-09,430,José Zelada,"Lola Raie, Alejandra Gollas, Thom Hoffman, Bernardo de Paula, Dino Andrade",10000000.0,10237061.0,1h 24 min,"$10,000,000","$10,237,061",3163,https://image.tmdb.org/t/p/w500/l8HyObVj8fPrzacAPtGWWLDhcfh.jpg,https://image.tmdb.org/t/p/w500/v4NDRjYO3HYj8nt321BEZB65tWl.jpg
3164,Vice,"Comedy, Drama",en,7.0,2,12,2018-12-25,3308,Adam McKay,"Christian Bale, Amy Adams, Steve Carell, Sam Rockwell, Alison Pill",60000000.0,76100000.0,2h 12 min,"$60,000,000","$76,100,000",3164,https://image.tmdb.org/t/p/w500/1gCab6rNv1r6V64cwsU4oEr649Y.jpg,https://image.tmdb.org/t/p/w500/aHcNu3tYihvkL45CrXTFY4YfrfF.jpg
3165,Chasing Mavericks,Drama,en,7.0,1,57,2012-10-25,554,Curtis Hanson,"Gerard Butler, Jonny Weston, Elisabeth Shue, Abigail Spencer, Leven Rambin",,7900000.0,1h 57 min,,"$7,900,000",3165,https://image.tmdb.org/t/p/w500/7wxJmFqTMcdE05sfWedB6458US1.jpg,https://image.tmdb.org/t/p/w500/lzfDcppvRnsf9LJFwjLWQkuB4GC.jpg
3166,Thirteen Days,"History, Thriller",en,7.0,2,25,2000-12-25,734,Roger Donaldson,"Kevin Costner, Bruce Greenwood, Steven Culp, Dylan Baker, Michael Fairman",80000000.0,34566746.0,2h 25 min,"$80,000,000","$34,566,746",3166,https://image.tmdb.org/t/p/w500/aLx9UXH9fK2v6NDMvMyW4X88K3u.jpg,https://image.tmdb.org/t/p/w500/pR3v192B20nFtsHY1jZQS4AkN0a.jpg
3167,Emma.,"Comedy, Romance",en,7.0,2,5,2020-02-13,1718,Autumn de Wilde,"Anya Taylor-Joy, Johnny Flynn, Josh O'Connor, Callum Turner, Mia Goth",10000000.0,25200000.0,2h 5 min,"$10,000,000","$25,200,000",3167,https://image.tmdb.org/t/p/w500/uHpHzbHLSsVmAuuGuQSpyVDZmDc.jpg,https://image.tmdb.org/t/p/w500/42gqGeyXh4caHP19Tqf8DMRgc7r.jpg
3168,Eye in the Sky,"Drama, Thriller, War",en,7.0,1,42,2015-09-07,1547,Gavin Hood,"Helen Mirren, Aaron Paul, Alan Rickman, Barkhad Abdi, Jeremy Northam",13000000.0,18704595.0,1h 42 min,"$13,000,000","$18,704,595",3168,https://image.tmdb.org/t/p/w500/xMY2XbaRtmto9LXwo83wnYRKN2U.jpg,https://image.tmdb.org/t/p/w500/puL7PZVbpOs2xWK06VRUqJb6U1z.jpg
3169,The SpongeBob SquarePants Movie,"Family, Animation, Comedy, Fantasy, Adventure",en,7.0,1,27,2004-11-19,2863,Stephen Hillenburg,"Tom Kenny, Clancy Brown, Rodger Bumpass, Bill Fagerbakke, Mr. Lawrence",30000000.0,140161792.0,1h 27 min,"$30,000,000","$140,161,792",3169,https://image.tmdb.org/t/p/w500/1rvzKV1d18EbDVaEd4VDzK3cgnY.jpg,https://image.tmdb.org/t/p/w500/i2fZIltljrhFPsUK9PN6O6ZE7M4.jpg
3170,One Night in Miami...,Drama,en,7.0,1,54,2020-12-25,635,Regina King,"Kingsley Ben-Adir, Eli Goree, Aldis Hodge, Leslie Odom Jr., Joaquina Kalukango",,,1h 54 min,,,3170,https://image.tmdb.org/t/p/w500/1DLUb9PTDqXMSgsD7RmiJs7ZJIx.jpg,https://image.tmdb.org/t/p/w500/yUyuDacqA0IhWqEbPQPXBsEIbPX.jpg
3171,Nerve,"Mystery, Adventure, Crime",en,7.0,1,36,2016-06-27,6755,Henry Joost,"Emma Roberts, Dave Franco, Emily Meade, Miles Heizer, Juliette Lewis",19000000.0,85241496.0,1h 36 min,"$19,000,000","$85,241,496",3171,https://image.tmdb.org/t/p/w500/qmSpHC0CSNyNll9WhlwWYuwoQ28.jpg,https://image.tmdb.org/t/p/w500/fg04CQyJzuDJ82jm2meY37n9XyE.jpg
3172,In the Loop,Comedy,en,7.0,1,46,2009-01-22,666,Armando Iannucci,"Peter Capaldi, Tom Hollander, Gina McKee, James Gandolfini, Chris Addison",1100000.0,6200000.0,1h 46 min,"$1,100,000","$6,200,000",3172,https://image.tmdb.org/t/p/w500/jL6txnziFSeEifQkqnPBtaPaiXU.jpg,https://image.tmdb.org/t/p/w500/baRFkHjBNSEF2frf0Gh8dZBFewl.jpg
3173,The Rainmaker,"Drama, Crime, Thriller",en,7.0,2,15,1997-11-18,1270,Francis Ford Coppola,"Matt Damon, Claire Danes, Danny DeVito, Jon Voight, Mary Kay Place",40000000.0,45916769.0,2h 15 min,"$40,000,000","$45,916,769",3173,https://image.tmdb.org/t/p/w500/twLGHXPjQtS8UyVGp5GXmhJiTM7.jpg,https://image.tmdb.org/t/p/w500/c9RwZm40IizTKwWPO933SyDufHS.jpg
3174,Ladyhawke,"Adventure, Comedy, Fantasy",en,7.0,2,1,1985-03-27,1125,Richard Donner,"Matthew Broderick, Rutger Hauer, Michelle Pfeiffer, Alfred Molina, John Wood",20000000.0,18432000.0,2h 1 min,"$20,000,000","$18,432,000",3174,https://image.tmdb.org/t/p/w500/28HN9yfZWaRQ6Q1MlophOVdERor.jpg,https://image.tmdb.org/t/p/w500/DNb1rBm6R75IJ88PKOd0wfCHm6.jpg
3175,Soul Surfer,"Family, Drama",en,7.0,1,52,2011-04-08,1174,Sean McNamara,"AnnaSophia Robb, Helen Hunt, Dennis Quaid, Carrie Underwood, Kevin Sorbo",18000000.0,47088990.0,1h 52 min,"$18,000,000","$47,088,990",3175,https://image.tmdb.org/t/p/w500/xR9QrPma4XhAbaktYKj2I2Md9pU.jpg,https://image.tmdb.org/t/p/w500/vAsFwNkxV0cHJWRJXkshg76rJRQ.jpg
3176,Ghajini,"Action, Romance, Thriller",hi,7.0,3,6,2008-12-25,391,A.R. Murugadoss,"Aamir Khan, Asin Thottumkal, Jiah Khan, Pradeep Ram Singh Rawat, Riyaz Khan",9100000.0,76000000.0,3h 6 min,"$9,100,000","$76,000,000",3176,https://image.tmdb.org/t/p/w500/8ib1Ddr8AuMa9sfVADjznzkih0x.jpg,https://image.tmdb.org/t/p/w500/rwywuA4irKO1zoMLBhJJaiUHv3U.jpg
3177,Amistad,"Drama, History, Mystery",en,7.0,2,35,1997-12-10,1275,Steven Spielberg,"Morgan Freeman, Nigel Hawthorne, Anthony Hopkins, Djimon Hounsou, Matthew McConaughey",36000000.0,44229441.0,2h 35 min,"$36,000,000","$44,229,441",3177,https://image.tmdb.org/t/p/w500/6QqNyIHKow0jngiQgTNBOBrLILM.jpg,https://image.tmdb.org/t/p/w500/2lI5rNJeYHShg9okpEXSFzQZqWj.jpg
3178,Red Dragon,"Crime, Thriller, Horror",en,7.0,2,4,2002-10-02,4223,Brett Ratner,"Edward Norton, Anthony Hopkins, Ralph Fiennes, Emily Watson, Harvey Keitel",78000000.0,209196298.0,2h 4 min,"$78,000,000","$209,196,298",3178,https://image.tmdb.org/t/p/w500/ou9ZKA2cms02b7CdCdVqGkKu0O0.jpg,https://image.tmdb.org/t/p/w500/7c65xpnYlea6VITznLLRS9cTuwS.jpg
3179,A Good Person,"Drama, Comedy",en,7.0,2,8,2023-03-23,338,Zach Braff,"Florence Pugh, Morgan Freeman, Molly Shannon, Celeste O'Connor, Zoe Lister-Jones",,2196991.0,2h 8 min,,"$2,196,991",3179,https://image.tmdb.org/t/p/w500/gJ7Er54m6FqoHBpsx4ZS9uLZprW.jpg,https://image.tmdb.org/t/p/w500/1jCXk512KPr6MzXEZf7UH4fbtba.jpg
3180,Brave,"Animation, Adventure, Comedy, Family, Action, Fantasy",en,7.0,1,33,2012-06-21,13299,Mark Andrews,"Kelly Macdonald, Emma Thompson, Billy Connolly, Julie Walters, Robbie Coltrane",185000000.0,539000000.0,1h 33 min,"$185,000,000","$539,000,000",3180,https://image.tmdb.org/t/p/w500/1XAuDtMWpL0sYSFK0R6EZate2Ux.jpg,https://image.tmdb.org/t/p/w500/esIwzihCKlyqT6AjdI3q6WdSi5u.jpg
3181,Knick Knack,"Animation, Family, Comedy",en,7.0,0,4,1989-11-23,557,John Lasseter,,,123967.0,0h 4 min,,"$123,967",3181,https://image.tmdb.org/t/p/w500/ouk2QFv4NySNfitAgXqnTtO5vA1.jpg,https://image.tmdb.org/t/p/w500/sr8fqPWp2ugYJYPnWjQr6jg81Cu.jpg
3182,Before the Fall,Drama,de,7.0,1,57,2004-07-04,312,Dennis Gansel,"Max Riemelt, Tom Schilling, Devid Striesow, Joachim Bißmeier, Justus von Dohnányi",4500000.0,3764219.0,1h 57 min,"$4,500,000","$3,764,219",3182,https://image.tmdb.org/t/p/w500/dhTTscZkiQefuq6OeYp9rnvhCBW.jpg,https://image.tmdb.org/t/p/w500/4vdepJnXqu5DUfxYYTsfCtKfr59.jpg
3183,The Enforcer,"Action, Crime, Drama",en,7.0,1,31,2022-09-22,389,Richard Hughes,"Antonio Banderas, Kate Bosworth, Mojean Aria, Alexis Ren, Zolee Griggs",1261569.0,,1h 31 min,"$1,261,569",,3183,https://image.tmdb.org/t/p/w500/pXC8JJbfnRWtbD8i2yKFqqWEO4X.jpg,https://image.tmdb.org/t/p/w500/Aqldsq65Nj1KAkQD2MzkZsAk5N5.jpg
